username,userid,profile_location,created_at,text,retweet_count,source,coordinates
Senator Scott Wiener,26703365,"San Francisco, California",2009-03-26 06:43:23,"Harvey’s is an iconic restaurant &amp; location in the Castro. As a 25 year resident of the neighborhood, I’m heartbrok… https://t.co/NJnGPdjtih",3,Twitter for iPhone,
Alexander Campbell,362893876,the world of dollars,2011-08-27 04:47:05,"Nice 🧵 on the flow through of Fed tightening to the broader Econ via the housing. 

I’d be less optimistic tho, sou… https://t.co/90UKb6HqL1",0,Twitter for iPhone,
Jameel Gbajabiamila,1300304023430426624,"San Francisco, CA",2020-08-31 05:27:05,"Fed is like: 
Did people finally give up on their dreams of independence and and get back into the W-2 workforce so… https://t.co/Mi40oigCrb",0,Twitter for iPhone,
Varun Santhanam,844250177535844352,Grenyarnia,2017-03-21 18:11:42,@csilverandgold I kinda don’t buy this. Unemployment rates remain at historic lows — tech layoffs are pretty isolat… https://t.co/CG6oBPtN8O,0,Twitter for iPhone,
Crime data analytics,1585322917893525506,"San Francisco, CA",2022-10-26 17:31:21,"@Noahpinion Noah, George Borjas says supply and demand determine wages.  Please read this https://t.co/6a2553PJVB",0,Twitter for iPad,
Michael Green,995543502,San Francisco,2012-12-07 17:56:12,There is something definitely afoot on this front https://t.co/ys7VJxXW6Z https://t.co/iQVpm6ZMJ3,0,TweetDeck,
Yoshi pink flower,2226507729,"San Francisco, CA",2013-12-15 04:47:46,"@krassenstein @POTUS Unemployment is not low, stop lying",0,Twitter for iPhone,
F.U.C.K. House H.O.E.,1489348395017781252,,2022-02-03 21:22:07,@_KingArii that sound like unemployment like a MF 😂,0,Twitter for iPhone,
Donald F. Robertson,146647465,"San Francisco, CA",2010-05-22 00:30:06,"@OmartheCoStar @grrrrrrrrrrl They are not, but depending on your situation, it may be better than unemployment - es… https://t.co/z732ero5oA",0,Twitter for iPhone,
Maureen W Chen,1173439512816435200,San Francisco,2019-09-16 03:32:59,"The unemployment rate is a 53-yr low, even struggling with covid, an economic recovery, better than DJT. Our countr… https://t.co/Xe2y0wKh2z",0,Twitter for iPhone,
Caroline Casson,1044249513207173131,"San Francisco, CA",2018-09-24 15:37:39,CA-based founders - have you heard of the CA work sharing program? Have you used it for your employees during slow/… https://t.co/XxiCPkOESL,0,Hypefury,
xPin Global Travel & Trading,1472651294791790594,San Francisco,2021-12-19 19:33:42,This will help keep unemployment low and businesses in operation. So whilst I hold both long and short positions in… https://t.co/H3zLUfXj1q,0,Twitter for iPhone,
patrick ford,1512439862405726212,"San Francisco, CA",2022-04-08 14:39:29,"@Acyn Democrats count, employment, unemployment numbers differently. They don’t add on those who fell off the unemp… https://t.co/8vyDZy3InO",0,Twitter for iPhone,
CNET,30261067,San Francisco,2009-04-10 17:10:53,Americans who paid too much taxes on unemployment benefits are receiving nearly $15 billion back. https://t.co/DsIZnVrihU,3,SocialFlow,
Sunil Varia,14864305,"San Francisco, CA",2008-05-22 04:03:29,"@deepakgreat @GabbbarSingh Social Security is after retirement.

Laid off people get unemployment payment that will… https://t.co/A8tPirLtUG",0,Twitter for iPhone,
Arjun Shah,814943974825656320,"San Francisco, CA",2016-12-30 21:19:19,@DKThomp Tech employs only 7% (12 million) of the US labor workforce. The cuts aren’t even a blip on US unemployment.,0,Twitter for iPhone,
San Francisco Chronicle,121597316,"San Francisco, CA",2010-03-10 00:44:07,San Francisco and Santa Clara County’s unemployment rates both fell to 2% in December as the local economy showed s… https://t.co/nccMn35YUN,4,SocialFlow,
Sundaram,1465183029144408069,San Francisco ,2021-11-29 04:57:27,"@RealKoger @elonmusk @APompliano Hi , good thought ,for this you need to raise the age of social security eligibili… https://t.co/6SRTSQ1kaL",0,Twitter Web App,
EagleThirdEye,33410425,"San Francisco, California",2009-04-20 03:44:00,"@JoeBiden @KamalaHarris Increasing amount people on the dole getting paid off to keep unemployment numbers low, no… https://t.co/FD9X6jqaxw",0,Twitter Web App,
San Francisco Chronicle,121597316,"San Francisco, CA",2010-03-10 00:44:07,San Francisco and Santa Clara County’s unemployment rates both fell to 2% in December as the local economy showed s… https://t.co/pvbQea15WA,0,SocialFlow,
FaTheFree.,2903321922,"San Francisco, CA",2014-11-18 07:05:51,@saxena_puru Unemployment is currently at 3.5% the lowest rate since 1969. You can’t argue for a recession with these numbers,0,Twitter for iPhone,
Fortune,3027121,"San Francisco, CA",2007-03-31 00:21:06,"Reducing inflation without triggering high unemployment is possible, Fed study says. The key is to ignore the lesso… https://t.co/TEBezs2pus",0,SocialDog for Twitter,
Jason Buick,1357144335876120579,"San Francisco, CA",2021-02-04 01:50:10,"@VP @POTUS Lowest unemployment while Fed is trying to increase unemployment 😂 Our Debt is 31 trillion dollars, that's irresponsible.",1,Twitter Web App,
Michael Green,995543502,San Francisco,2012-12-07 17:56:12,"This Waller interview w/ @steveliesman is just unreal. Well done, Steve, but the arrogance and comfort with known f… https://t.co/opbqAYp1yl",14,TweetDeck,
Idiot Dump Capital🇺🇦,563035061,"San Francisco, CA",2012-04-25 17:04:34,"Bears pushing on stocks when 
1) dollar down
2) inflation plunging
3) fed almost done
4) companies actively cutting… https://t.co/tzmymysTBJ",7,Twitter for iPhone,
Jordan Dea-Mattson,24016926,,2009-03-12 19:42:11,@almeezyuh But unemployment insurance is in hundreds of dollars a week maximum.,0,Twitter for iPhone,
Maureen W Chen,1173439512816435200,San Francisco,2019-09-16 03:32:59,"#BetterWithBiden, strongest-2 yr growth record, 50 yr unemployment low, and dropping inflation!! https://t.co/b6nudyIi9c",1,Twitter for iPhone,
Ethnic Media Services,15911597,San Francisco,2008-08-20 00:21:47,"Inflation does seem to be coming down. Unemployment is coming down. There are reasons to be optimistic, says George… https://t.co/xYQRQl2LgT",0,Twitter Web App,
Ethnic Media Services,15911597,San Francisco,2008-08-20 00:21:47,"""Black prime age men have always had high levels of unemployment, as high as 10 percent,"" says Wendy Edelberg of th… https://t.co/WVQOFeZpYh",0,Twitter Web App,
Financial Freedom Countdown,84240741,"San Francisco, CA",2009-10-22 04:35:04,FinTwit is ignoring all the tech layoffs claiming that unemployment is still low and it’s only a tech recession.… https://t.co/HT1grVxQb7,0,Twitter for iPhone,
San Francisco Chronicle,121597316,"San Francisco, CA",2010-03-10 00:44:07,San Francisco and Santa Clara County’s unemployment rates both fell to 2% in December as the local economy showed s… https://t.co/xAESEkdnpg,3,SocialFlow,
Work & Family CA,296501987,"San Francisco, CA",2011-05-10 21:36:15,"TODAY! @SafetyNet4All and @SenMariaEDurazo are launching the campaign for the Safety Net for All Workers Act, SB 27… https://t.co/oQLQF4sszm",4,Twitter Web App,
David,448401738,"San Francisco, CA",2011-12-27 23:45:30,"@3AmitDhama @paraschopra U sure they received unemployment? After the 4 month severance ends, yeah",0,Twitter for iPad,
Andreas Mokos,1274926521115750400,"San Francisco, CA",2020-06-22 04:45:59,"“4-4-4” Morgan Stanley sees an environment in the future with 4% Fed rates, 4% inflation, and 4% unemployment…",0,Twitter for iPhone,
Guy Berger,702235316812275712,"San Francisco, CA",2016-02-23 20:55:21,@darioperkins A variant of “labor market is resilient”: “unemployment is low (right now)”,0,Twitter for iPhone,
A Reader,170165713,San Francisco,2010-07-24 02:58:49,Polls show support for the AKP hovering at historical lows over its handling of Turkey’s $800bn economy. Raging inf… https://t.co/3bPl9t87Ho,0,Twitter for iPad,
Rogu,1131915962792521728,"San Francisco, CA",2019-05-24 13:32:50,@mitteiy @AlGlazyrin @benliquidkenya @billyperrigo Kenya has unemployment rate of 5.7% which is a substantial incre… https://t.co/qYSM9ishf7,0,Twitter for Mac,
Anthony G. Fintuiti 🐶,1373510685611630595,"San Francisco, CA",2021-03-21 05:44:18,"@jeffmills_bmt Then shouldn't low unemployment be ""good"" for the market? Seems like bad news is bad news (economy)… https://t.co/RrPVpk8FGp",0,Twitter Web App,
Basile Senesi,3125018908,"San Francisco, CA",2015-03-28 21:58:41,"So what happens if we default❓

⛔ Bonds, T Bills Coupons go to 0. $23 Trillion at last count

⛔ Borrowing costs go… https://t.co/ovUBOHP8eL",0,Twitter Web App,
Gus,840623606950379520,Potrero Hill,2017-03-11 18:01:00,"@WAR527 Yeah, quit rate reflects a good job market. But definitely not the unemployment rate the Fed wants just yet",0,Twitter Web App,
human Rorschach test,1041127243,"San Francisco, CA",2012-12-28 02:19:10,"@kenklippenstein @Wiglette The “natural rate of unemployment”, huh? 🤔

@AltTextUtil OCR https://t.co/fTGoNHjEqA",0,Twitter for iPhone,
Jane Kim  金貞妍,140010098,San Francisco,2010-05-04 09:09:31,"$50 trillion redistributing from bottom 90% to top 1% over last 50 yrs

is a POLICY FAILURE.

Billionaires growing… https://t.co/JHaNc4LcSn",11,Twitter for iPhone,
Idiot Dump Capital🇺🇦,563035061,"San Francisco, CA",2012-04-25 17:04:34,So bad news is bad news with yday economic reports but then good news also bad news w/todays unemployment claims &amp;… https://t.co/yhdfWC7lQL,1,Twitter for iPhone,
Avy,1470946744619831297,"San Francisco, CA",2021-12-15 02:40:28,"@DiMartinoBooth @legroslegume Danielle and Alan, this is super important but would Powell really care? Bond markets… https://t.co/DiFIIqYpDg",1,Twitter Web App,
iFind TaxPro,1464146105017458711,"San Francisco, California",2021-11-26 08:18:41,IRS completed its final corrections of tax year 2020 accounts for taxpayers who overpaid on unemployment compensati… https://t.co/TjSFMkdjKD,0,Sendible,
TaxPro World,1444956084892934145,San Francisco,2021-10-04 09:22:45,The IRS has completed its final corrections of tax year 2020 accounts for taxpayers who overpaid their taxes on une… https://t.co/vHUElbAlaH,0,Sendible,
Param Sandhu 🦁,1244502142628454400,"San Francisco, CA",2020-03-30 05:50:18,"@FreightAlley I wonder if anyone has correlated truckload trends with unemployment rates, price indexes, GDP, inter… https://t.co/vC9yhZc2Rz",0,Twitter Web App,
Dr. Smith,1132487625313357824,"San Francisco, CA",2019-05-26 03:24:25,"@Jim_Jordan Trump’s America&gt;

500,000 dead from a preventable disease
$ 11 Trillion lost in the crash of the stock… https://t.co/gynFUzqTqq",0,Twitter for iPad,
Summari,1345497995513536512,San Francisco,2021-01-02 22:31:42,"@renval23 @HarvardBiz @SaveToNotion Formal education is linked to higher earnings and lower unemployment, and learn… https://t.co/B674tBJy9J",0,Summari,
Daniel Dubrovsky,2826976722,"San Francisco, CA",2014-09-22 21:59:06,"BREAKING:

Australian Dollar cautiously lower after softer local employment statistics

AU lost 14.6k jobs in Decem… https://t.co/ROLm3syPTz",4,TweetDeck,
Veshnu,1546099147,"San Francisco, CA",2013-06-25 16:03:14,"@JPSartre_NoExit @stlouisfed Our Feds are medieval people who still thinks Blood Letting will cure disease.  
Funny… https://t.co/9rScztvdrg",0,Twitter for iPad,
Daniel Dubrovsky,2826976722,"San Francisco, CA",2014-09-22 21:59:06,"(3/4):

The index is made up of the following data:

 - NFP jobs added each month
 - Unemployment rate
 - CPI
 - IS… https://t.co/5jNp4foNQZ",0,Twitter Web App,
Jordan Novet,1071350252,San Francisco,2013-01-08 16:30:55,@NBCLX @MarcelClarkeTV unemployment is very low at under 4% in the US! economists expect it to hit 4% and then get… https://t.co/xeVWeXTJNK,0,TweetDeck,
Tom Coates,12514,"San Francisco, CA",2006-11-15 14:44:26,@Bobandweave9 @Cacophonic @elonmusk You really need to do more research. I’d start off by checking GDP and unemploy… https://t.co/SRp7Ghtvyh,0,Twitter for iPad,
Halikaarnian,750764517957595136,San Francisco,2016-07-06 18:53:04,"@somefoundersalt The gov't moving slow applies to the actual unemployment too, though--many uses of AGI will simply… https://t.co/pZWHqFBuAC",0,Twitter Web App,
Propy,4636067475,"San Francisco, CA",2015-12-28 21:10:28,"3/✅With a strong economy and growing job market, Tampa is an attractive destination for real estate investors

Affo… https://t.co/V1jH0PvPZP",0,Twitter for iPhone,
Paul Hogarth,15716568,San Francisco,2008-08-04 01:15:59,"""Experts say that it takes, on average, two years to recover from the psychological trauma of losing a job."" https://t.co/6gomMfDfnk",1,Twitter Web App,
Seth Kimmel,1061368908,San Francisco,2013-01-04 20:37:56,"Has anyone ever attempted to construct a cost-of-human-capital index as an economic indicator? 

Thinking something… https://t.co/b5OhrCQfIN",0,Twitter Web App,
Shanestar Digital Content 🏳️‍🌈🏳️‍⚧️🎦📹🎬,158176920,"San Francisco, CA",2010-06-22 00:23:53,@DeanPreston Makes sense to me. The working poor aren’t wanted here. I was just offered only $23 in cal fresh. My r… https://t.co/ULMa2n6j5k,0,Twitter for iPhone,
Abdulrahman Alnassar,321393631,"San Francisco, CA",2011-06-21 14:12:14,@FortuneMagazine Matter of time before we see an unemployment rate crisis in the U.S,0,Twitter for Android,
Cristy Bodnar,27873469,"San Francisco, CA",2009-03-31 13:52:39,"https://t.co/TNPSN5fTTe

History suggests it's tough to tame inflation without causing unemployment to spike, but p… https://t.co/XXk455dWJE",0,Twitter for Android,
Garret,1092414912,"San Francisco, CA",2013-01-15 15:36:43,"@AbrasiveTea @RebeccaforWA ""Those mild recessions every 10 years under capitalism where unemployment goes from 3.2… https://t.co/KK3zNU9tHn",0,Twitter Web App,
Ira Spencer,1538193480312164352,"San Francisco, CA",2022-06-18 16:14:53,@CalltoActivism The unemployment rate is a skewed metric. It does not take into account people who have not had a j… https://t.co/EhZH2ZS5gC,0,Twitter for iPhone,
Avishek Roy,220843107,"San Francisco, CA",2010-11-29 00:27:17,"@Codie_Sanchez Great list. 

I would add:
Unemployment + fractional work =&gt; record number of solopreneurs formed.… https://t.co/YJ3UuM70NN",0,Twitter Web App,
Steve King,14085277,San Francisco,2008-03-05 21:49:49,"Unemployment is at a 50 year low, and the Atlanta Fed's current Q4 GDP estimate is for a very strong 4.1% increase.… https://t.co/R069wmZPkI",0,Twitter Web App,
San Francisco Business Times,19560636,San Francisco,2009-01-26 21:53:18,Business owners are anticipating a recession — but what does that mean for their profit expectations?  https://t.co/bmYa93e2U9,0,True Anthem,
Jenne Raub,39555604,"San Francisco, CA",2009-05-12 18:03:05,I just filed for unemployment and it sure would be nice if @CA_EDD would send you an email or text after you’ve fil… https://t.co/tAJNGqSqlQ,0,Twitter Web App,
Brutus925,1309597048371466240,"San Francisco, CA",2020-09-25 20:54:14,"@redcountysage @danielp_reid @OregonMapGuy He halved the tax rate for the highest bracket, cut corporate taxes by a… https://t.co/C5ABSnzMZ1",0,Twitter for iPhone,
Shawn Backus,1414767443982098434,"San Francisco, CA",2021-07-13 02:03:47,"2) Job Market 🏢

- Unemployment rate 
- Wage growth
- Job opportunities 

All great indicators of a growing or slowing economy",0,Twitter for iPhone,
Celery Caraway,1257719485,"San Francisco, CA",2013-03-10 18:51:47,"@JohnJHarwood ""Biden...during his first 2 yrs...10 million new jobs &amp;  unemployment rate tumbling all the way down… https://t.co/Ka1ad3C2ZF",0,Twitter Web App,
Tyler Durden,802335697436864512,"San Francisco, CA",2016-11-26 02:18:31,European Shadow Unemployment Is A Real Dilemma https://t.co/XBndlWmRlv,0,IFTTT,
David S,2935639364,"San Francisco, CA",2014-12-19 03:48:28,"Law enforcement, judicial systems, state benefits, state and frderal unemployment, and various insuurance databases… https://t.co/aloaQbmwnr",0,Twitter for Android,
Raymundo Perez,16324653,"San Francisco, CA",2008-09-17 06:21:22,@WhiteHouse Unemployment is at its lowest level in 50+ years with a larger US population is incredibly good news. T… https://t.co/TWFHX7vRdF,1,Twitter for Android,
